;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Domingos;;;;;;;;
MAQ;Estado;Medida;Orden de Fabricación;Código PT;Descricpción;REFERENCIA;CANT. PEDIDO;SALDO POR ATENDER;STOCK;UM;FECHA DE EMISION;FECHA DE ENTREGA;RAZON SOCIAL;MARCA;VENDEDOR;DETALLE PRODUCTO;OBSERVACIÓN;Cantidad;U.M.;MT;TP;Inicio Prod ;COLORES;MATERIAL;GRAMAGE;ANCHO;ALTO;CILINDRO;PESO POR MILLAR;PESO REQUERIDO;CANTIDAD DE EMPAQUETADO;TIPO DE ETIQUETA;Horas preparación de máquina;Horas corrección;Horas de Producción;Horas de tabajo (maquina);Dias de la semana;Horas Estimadas;Horas sub total;Dia festivo;Horas totales de producción;Fin de ocupación-Calculado;Fin de Producción-Proyectado;Auxiliar;Fin de Producción;Tipo de Producción;Stock PT;Stock PT (UM);Orden;Columna1
10;Por programar;27,7X29X18;2604-8095;205051211;BOLSA MEDIANA #35 C/ASA PH PQT. X 100 UND.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;POR CONFIRMAR;LINNER;98;95;41;41;38.171;763.420;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;42;
10;Por programar;33X39X17;2604-8108;205012995;BOLSA PAPEL LINER #40 IMP. DON BELISARIO (PQT X 100 UN) - FSC;;;;;;;;;;;;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO;LINNER;100;103;51;51;52.530;1575.900;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 14:30:00;Stock;0.00;0.00;43;
10;;33.3X38X17;2604-8138;205051668;BOLSA PAPEL LINER GRANDE MT 15 AÑOS C/ASA X 100 UND;;;;;;;;;;;;;20;MIL;No aplica;No aplica;2/1/2026 0:00:00;ROJO,NEGRO,GUINDA;LINNER;100;103;38;50;51.500;1030.000;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;44;
10;;27.7x31x15;2604-8147;205012652;BOLSA KRAFT BLANCO #28 IMP BIG BOY 4 CARAS 2 COLORES;;;;;;;;;;;;;30;MIL;No aplica;No aplica;3/1/2026 0:00:00;AMARILLO/NEGRO;KRAFT BLANCO;80;88;41;41;28.864;865.920;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;45;
11;;34X50;2604-0365A;205030906;BOLSA PAPEL KRAFT 34 X 50 IMP. 01 COLOR PAN CRIOLLO (MIRAFLORES);se envia clisse (papel sappi);5;5;0;MIL;15/04/2026;5/05/2026;PANCRI S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11 -MARRON;DISEÑO NUEVO;5;MIL;No aplica;No aplica;24/1/2026 0:00:00;MARRON;KRAFT;73;71;50;52;26.952;134.758;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;120.6666667;
11;;16.5X33X7;2604-8109;205020001;BOLSA PAPEL KRAFT 16.5 X 33 X 7 IMP. JUAN VALDEZ - PASTELERIA;;10;10;11.34;MIL;29/09/2025;14/10/2025;EXPERTOS EN CAFE PERU S.A.C.;KRAFT 50 GR;MARIA PALACIOS;;;40;MIL;No aplica;No aplica;25/1/2026 0:00:00;MAGENTA;KRAFT;50;50;36;36;9.000;360.000;200 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;121.6666667;
11;;28x40;2603-0519C;205030811;BOLSA PAPEL KRAFT B/PLANA 28 X 40 IMP. EL BATAN;para stock;6;6;1;MIL;18/03/2026;21/03/2026;CORPORACION GRAFICA GRAFITO S.A.C.;KRAFT 50 GR;MARIA PALACIOS;;;6;MIL;No aplica;No aplica;23/1/2026 0:00:00;MARRON BK;KRAFT;50;59;42;42;12.390;74.340;500 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;119.6666667;
11;;28x40;2603-0602C;205030816;BOLSA PAPEL KRAFT B/PLANA 28 X 40 IMP. LA ESPIGA (02 COL);;10;10;10.12;MIL;23/03/2026;24/03/2026;ROJAS DURAN MANUEL ISAAC;KRAFT 50 GR;SANTOS NUÑEZ;Cod nuevo: cambio de medida a 28;;10;MIL;No aplica;No aplica;20/1/2026 0:00:00;MARRON BK Y AMARILLO CALENTADO;KRAFT;50;59;42;42;12.390;123.900;500 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;118.3333333;
11;;29x40;2603-0593A;205030034;BOLSA PAPEL KRAFT B/PLANA 29 X 40 IMP. LA MASSERIA;;4;4;0;MIL;20/03/2026;4/04/2026;GRUPO LA MASSERIA S.A.C.;KRAFT 50 GR;YTALO CERVANTES;;;4;MIL;No aplica;No aplica;21/1/2026 0:00:00;MARRON MATIZ;KRAFT;50;60;42;42;12.600;50.400;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;118.8333333;
11;;29x40;2603-0686B;205030870;BOLSA PAPEL KRAFT 28 X 40 IMP. EL BUEN GUSTO;;5;5;0;MIL;25/03/2026;1/04/2026;INVERSIONES Y NEGOCIOS SHAK S.A.C.;KRAFT 50 GR;YTALO CERVANTES;MAQ. 11- BLANCO;;15;MIL;No aplica;No aplica;22/1/2026 0:00:00;BLANCO;KRAFT;50;60;42;42;12.600;189.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;119.8333333;
11;;28X40;2603-0700;205030903;BOLSA PAPEL KRAFT 28 X 40 IMP. VIENA EXPRESS 01 COLOR;se envia clisse ;5;5;0;MIL;25/03/2026;14/04/2026;INVERSIONES VIENA DEL PERU S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11 -VERDE;;5;MIL;No aplica;No aplica;23/1/2026 0:00:00;VERDE;KRAFT;60;59;28;42;14.868;74.340;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;120.8333333;
11;;28x40;2603-0702A;205030513;BOLSA PAPEL KRAFT B/PLANA 29 X 40 IMP. AMARETTO (MARRON) - CHORRILLOS;;10;10;0;MIL;25/03/2026;24/04/2026;MIVAROMA S.A.C.;KRAFT 50 GR;GISELLA SEGURA;;;10;MIL;No aplica;No aplica;24/1/2026 0:00:00;MARRON BK;KRAFT;50;59;42;42;12.390;123.900;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;121.8333333;
11;;29x40;2603-0703A;205030556;BOLSA PAPEL KRAFT B/PLANA 29 X 40 IMP. AMARETTO (MARRON - 01 CARA) - BARRANCO;;6;6;0;MIL;25/03/2026;24/04/2026;GUZMO S.A.C.;KRAFT 50 GR;GISELLA SEGURA;;;6;MIL;No aplica;No aplica;25/1/2026 0:00:00;MARRON BK;KRAFT;50;60;42;42;12.600;75.600;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;122.8333333;
11;;28x40;2604-0001B;205030874;BOLSA PAPEL KRAFT B/PLANA 28 X 40 IMP. TRIGO DE ORO (02 COLORES);19 x 28, 28 X 40, PARA STOCK;5;5;0;MIL;1/04/2026;22/04/2026;PAST. BAGU. MINI MARKET TRIGO DE ORO E.I.R.L.;KRAFT 50 GR;MARGOT MARCHENA;MAQUINA:  #11-DISEÑO ACTUALIZADO MAYO 2025 (USAR MISMO CLISSE DE LA 34 x 50);;5;MIL;No aplica;No aplica;26/1/2026 0:00:00;ROJO Y AZUL MATIZ;KRAFT;50;59;42;42;12.390;61.950;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;123.8333333;
11;;28x40;2604-0101B;205030811;BOLSA PAPEL KRAFT B/PLANA 28 X 40 IMP. EL BATAN;;5;4;0;MIL;6/04/2026;7/04/2026;CORPORACION GRAFICA GRAFITO S.A.C.;KRAFT 50 GR;MARIA PALACIOS;;;5;MIL;No aplica;No aplica;27/1/2026 0:00:00;MARRON BK;KRAFT;50;59;42;42;12.390;61.950;500 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;124.8333333;
11;;28x40;2604-0367      ;205030855;BOLSA PAPEL KRAFT 28 X 40 IMP. DANILO (MARRON);;4;4;0;MIL;15/04/2026;10/05/2026;INVERSIONES DANILO S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11-MARRON;;4;MIL;No aplica;No aplica;28/1/2026 0:00:00;MARRON;KRAFT;50;59;42;42;12.390;49.560;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;125.8333333;
11;;28X40;2604-0365D;205030907;BOLSA PAPEL KRAFT 28 x 40 IMP. 01 COLOR PAN CRIOLLO (MIRAFLORES);se envia clisse (papel sappi);5;5;0;MIL;15/04/2026;5/05/2026;PANCRI S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11 -MARRON;;5;MIL;No aplica;No aplica;29/1/2026 0:00:00;MARRON;KRAFT;60;59;40;42;14.868;74.340;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;126.8333333;
11;;0;2604-0001A;205030069;BOLSA PAPEL KRAFT B/PLANA 19 X 28 IMP. TRIGO DE ORO (02 COLORES);19 x 28, 28 X 40, PARA STOCK;5;5;0;MIL;1/04/2026;22/04/2026;PAST. BAGU. MINI MARKET TRIGO DE ORO E.I.R.L.;KRAFT 50 GR;MARGOT MARCHENA;;;5;MIL;No aplica;No aplica;27/1/2026 0:00:00;AZUL VYG Y ROJO INTENSO;KRAFT;50;40;30;30;6.000;30.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;124.8333333;
11;;24X35;2604-0152      ;205030508;BOLSA PAPEL KRAFT B/PLANA 24 X 35 IMP. JUSO (NEGRO -1 CARA);;5;5;0;MIL;8/04/2026;8/05/2026;JUAREZ SOUZA CARLOS ALBERTO;KRAFT 50 GR;GISELLA SEGURA;FLEXOGRAFIA-D/W TIYAPUY (4 CAR - 1 COL) MARRON-USAR MISMO COLOR DE DONDE WALTER;;5;MIL;No aplica;No aplica;26/1/2026 0:00:00;NEGRO;KRAFT;50;50;36;36;9.000;45.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;123.8333333;
11;;24X35;2604-0237;205030872;BOLSA PAPEL KRAFT 24 X 35 IMP. EL BUEN GUSTO;;5;5;0;MIL;10/04/2026;1/05/2026;INVERSIONES Y NEGOCIOS SHAK S.A.C.;KRAFT 50 GR;YTALO CERVANTES;MAQ. 11- BLANCO;;11;MIL;No aplica;No aplica;25/1/2026 0:00:00;BLANCO;KRAFT;50;50;36;36;9.000;99.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;122.8333333;
11;;24X35;2604-0327      ;205030873;BOLSA PAPEL KRAFT B/PLANA 24 X 35 IMP. TRIGO DE ORO (02 COLORES);24 x 35 PARA STOCK;5;5;0;MIL;14/04/2026;14/05/2026;PAST. BAGU. MINI MARKET TRIGO DE ORO E.I.R.L.;KRAFT 50 GR;MARGOT MARCHENA;MAQUINA:  #11-DISEÑO ACTUALIZADO MAYO 2025 (USAR MISMO CLISSE DE LA 19 x 28);;5;MIL;No aplica;No aplica;24/1/2026 0:00:00;ROJO Y AZUL MATIZ;KRAFT;50;50;36;36;9.000;45.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;121.8333333;
11;;24X35;2604-0365B;205030908;BOLSA PAPEL KRAFT 24 x 35 IMP. 01 COLOR PAN CRIOLLO (MIRAFLORES);se envia clisse (papel sappi);5;5;0;MIL;15/04/2026;5/05/2026;PANCRI S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11 -MARRON;;5;MIL;No aplica;No aplica;23/1/2026 0:00:00;MARRON;KRAFT;60;50;35;35;10.500;52.500;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;120.8333333;
11;;24X40;2604-0429;205030817;BOLSA PAPEL KRAFT 24 X 40 IMP. PANYCO  (02 CAR- ROJO);;6;6;0;MIL;17/04/2026;8/05/2026;PAN & CO S.A.C.;KRAFT 50 GR;GISELLA SEGURA;;;6;MIL;No aplica;No aplica;24/1/2026 0:00:00;ROJO;KRAFT;50;50;42;42;10.500;63.000;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;121.8333333;
11;;24 X 40;2604-0455;205030788;BOLSA PAPEL KRAFT 24 X 40 IMP. LIBRERIA EL VIRREY MIRAFLORES (02 COL);color marron y naranja;5;5;0;MIL;17/04/2026;7/05/2026;LIBRERIA DEL VIRREY S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MARRON Y NARANJA POPEYES;;5;MIL;No aplica;No aplica;25/1/2026 0:00:00;MARRON Y NARANJA POPEYES;KRAFT;50;50;42;42;10.500;52.500;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;122.8333333;
11;;14X54;2604-0365C;205030909;BOLSA PAPEL KRAFT 14 x 54 IMP. 01 COLOR PAN CRIOLLO (MIRAFLORES);se envia clisse (papel sappi);5;5;0;MIL;15/04/2026;5/05/2026;PANCRI S.A.C.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 11 -MARRON;;5;MIL;No aplica;No aplica;26/1/2026 0:00:00;MARRON;KRAFT;50;32;54;52;8.190;40.950;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;123.8333333;
11;Por programar;16.5X33X7;2604-8109;205020001;BOLSA PAPEL KRAFT 16.5 X 33 X 7 IMP. JUAN VALDEZ - PASTELERIA;;10;10;11.34;MIL;29/09/2025;14/10/2025;EXPERTOS EN CAFE PERU S.A.C.;KRAFT 50 GR;MARIA PALACIOS;;;10;MIL;No aplica;No aplica;20/1/2026 0:00:00;MAGENTA;KRAFT;50;50;36;36;9.000;90.000;200 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;117.8333333;
11;En cola;34X50;2604-8110;205030241;BOLSA VYG PAPEL KRAFT B/PLANA 34 X 50 SIN IMPRESION;34 x 50;31;31;31.999;MIL;21/04/2025;23/04/2025;COVADEX E.I.R.L.;KRAFT 50 GR;MARGOT MARCHENA;;;30;MIL;No aplica;No aplica;;NO APLICA;KRAFT;50;71;50;52;18.460;553.800;500 UND.;CHICA ;CHICA ;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/01/1900;0/01/1900;;2/1/1900 4:30:00;Pedido;0.00;0.00;-18.5;
11;Por programar;24X35;2604-8111;205030106;BOLSA VYG PAPEL KRAFT B/PLANA 24 X 35 SIN IMPRESION;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;KRAFT;50;50;36;36;9.000;180.000;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;2/1/2026 1:10:00;Pedido;0.00;0.00;14;
11;Por programar;28x40;2604-8112;205030808;BOLSA VYG PAPEL KRAFT B/PLANA 28 X 40 SIN IMPRESIÓN;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;0;KRAFT;50;59;42;42;12.390;247.800;500 UND.;CHICA;CHICA;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;2/1/2026 1:10:00;Stock;0.00;0.00;20;
11;Por programar;19X30;2604-8113;205030082;BOLSA VYG PAPEL KRAFT B/PLANA 19 X 28 SIN IMPRESION;;;;;;;;;;;;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;KRAFT;50;40;30;30;6.000;180.000;0;0;0;1;2;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;2/1/2026 4:30:00;Stock;0.00;0.00;21;
12;;30 X 36 X 16;2604-8134;205050937;BOLSA PAPEL LINER #37 C/ASA TWIST SIN IMPRESION;;3;3;0.1;MIL;29/01/2026;30/01/2026;PLASTICOS VERONICA E.I.R.L.;LINER 90 GR;MARIA PALACIOS;BOLSA PAPEL LINER #37 (30 X 36 X 16) C/ASA TWIST S/IMP;;5;MIL;No aplica;No aplica;8/1/2026 0:00:00;NO APLICA;LINNER KRAFT;100;95;36;48;45.600;228.000;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;8/1/2026 4:30:00;Stock;0.00;0.00;28;
12;;22.5X27.5X11.5;2604-8135;205050946;BOLSA PAPEL KRAFT 70GR. #22 (22.5 x 27.5 x 11.5) C/ASA TWIST SIN IMPRESIÓN;#4, 22 ALTO 27,;30;30;0;MIL;26/01/2026;16/02/2026;CORPORACION TECNOLOGICA E INGENIERIA ALIMENTARIA SOCIEDAD ANONIMA;KRAFT 70 GR;MARGOT MARCHENA;;;30;MIL;No aplica;No aplica;9/1/2026 0:00:00;NO APLICA;KRAFT;70;70;36;36;17.640;529.200;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;9/1/2026 14:30:00;Stock;0.00;0.00;29;
13;En cola;11X9;2604-8116;205030878;NVO.BOLSA PAPA REG POP PQT X 4000;;;;;;;;;;;;;520;MIL;No aplica;No aplica;1/1/2026 0:00:00;NARANJA Y ROJO;ANTIGRASA;38;24;9;12;1.094;569.088;ETIQUETA CON QR.;MEDIANA;MEDIANA;1;3;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;3/1/2026 11:30:00;Stock;0.00;0.00;33;
13;Por programar;11X10;2604-8117;205030794;BOLSA PAPA FRITA REGULAR KFC PQT X 4000 UND;;;;;;;;;;;;;400;MIL;No aplica;No aplica;10/1/2026 0:00:00;ROJO INTENSO;ANTIGRASA;38;24;10;11;1.003;401.280;01 PQT.;MEDIANA;MEDIANA;1;3;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;14/1/2026 3:30:00;Stock;0.00;0.00;30;
13;Por programar;11X10;2604-8115;205030801;BOLSA PAPEL ANTIGRASA 11 X 10 IMP. MEDITERRANEO FSC;;30;0;0;MIL;31/03/2025;1/04/2025;CONSORCIO MEDITERRANEO S.A.C.;ANTIGRASA 40 GR;GISELLA SEGURA;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO INTENSO;ANTIGRASA;38;24;10;33;3.010;60.192;1,000 UND.;CHICA;CHICA;1;3;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;35;
13;En cola;0;2604-8118;205030882;BOLSA PAPEL ANTIGRASA 11 X 9.5 IMP. TACO BELL;para stock;10;10;0;MIL;19/12/2025;29/12/2025;SOCIEDAD GOURMET DEL PERU S.A.C.;ANTIGRASA 40 GR;MARIA PALACIOS;MAQ. 13-MORADO;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;MORADO - color purple;ANTIGRASA;38;24;12;12;1.049;20.976;1,000 UND.;CHICA;CHICA;1;3;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 23:30:00;Stock;0.00;0.00;36;
14;;21X37X13;2603-0630;205011621;BOLSA PAPEL KRAFT #20 IMP. RICHARD'S FOOD (1 CARA - ROJO);BC20 RICHARD'S FOOD, S/522.15, PIE DE IMPRENTA VYG;5;5;0;MIL;23/03/2026;22/04/2026;RICHARDS FOOD S.A.C.;KRAFT 60 GR;MARGOT MARCHENA;; PIE DE IMPRENTA VYG;5;MIL;No aplica;No aplica;2/2/2026 0:00:00;ROJO INTENSO;KRAFT;60;71;46;46;19.596;97.980;1,000 UND.;MEDIANA;MEDIANA;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1868.891358;
14;;21X37X13;2603-0818B;205012948;BOLSA PAPEL KRAFT #20 IMP. JOHNNY ROCKETS (2025);para stock;5;5;4.6;MIL;30/03/2026;30/03/2026;CORPORACION RESTAURANTERA PERUANA S.A.C.;KRAFT 60 GR;BETSY CERNA P.;MAQ. 10-01 COLOR (ROJO/GCMI 75);;5;MIL;No aplica;No aplica;1/2/2026 0:00:00;ROJO MATIZ;KRAFT SAPPI;70;71;37;46;22.862;114.310;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1867.391358;
14;;24X29X15;2604-0108      ;205013017;BOLSA PAPEL KRAFT BLANCO #25 ALTO 30 IMP. UP BURGER (04 CAR / 02 COL) PAQ X 100 UNI;PARA STOCK,;500;500;171;PQT;6/04/2026;21/04/2026;PESCADOS CAPITALES S.A.C.;KRAFT BLANCO 80 GR;MARGOT MARCHENA;MAQ 14-PIE DE IMPRENTA VYG, FLEXO, USAR AMARILLO DE BIGBOY, PAQ X 100 UNI;;20;MIL;No aplica;No aplica;5/2/2026 0:00:00;NEGRO Y AMARILLO CALENTADO;KRAFT BLANCO;80;81;29;39;25.272;505.440;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1871.891358;
14;;24x39x15;2604-8126;205013202;BOLSA PAPEL KRAFT BLANCO 65 GR #25 MP. PICKADELI 2026;;3;3;7.8;MIL;5/08/2025;6/08/2025;MANQA INVERSIONES S.A.C.;KRAFT BLANCO 65 GR;VANESSA SANTILLANA;MAQ 14--FLEXO -(VERDE P 2257U) (CELESTE P 305U) (AMARILLO P 395U) NEGRO-;;30;MIL;No aplica;No aplica;11/2/2026 0:00:00;P 2257U/P 305U/P 395U/NEGRO;KRAFT BLANCO;65;81;39;51;26.852;805.545;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1877.891358;
14;;24X29.5X15;2604-0288A;205013225;BOLSA PAPEL KRAFT BLANCO 65 GR #25 ALTO 29 IMP. QUE POTAZA (2 CARAS 1 COLOR - ANARANJADO);POTAZA;5;5;0;MIL;13/04/2026;13/05/2026;INVERSIONES VERSUL S.A.C.;KRAFT BLANCO 65 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP. QUE POTAZA 2 CARAS 1 COLOR - ANARANJADO;;5;MIL;No aplica;No aplica;10/2/2026 0:00:00;P1495U;KRAFT BLANCO;65;81;29;39;20.534;102.668;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1876.891358;
14;;24x39x15;2604-8156;205012573;BOLSA PAPEL KRAFT BLANCO #25 IMP. LUCIO CAFFE (03 CAR - 02 COL);;;;;;;;;;;;;12;MIL;No aplica;No aplica;11/2/2026 0:00:00;POR CONFIRMAR;KRAFT BLANCO;65;81;51;51;26.852;322.218;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1877.891358;
14;;21X37X13;2604-0107      ;205013221;BOLSA PAPEL KRAFT 60 GR #20 IMP BURGER HOUSE (2 CARAS 1 COLOR NEGRO);;5;5;0;MIL;6/04/2026;27/04/2026;PIXELARTE EMPAQUES S.A.C.;KRAFT 60 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP BURGER HOUSE 2 CARAS 1 COLOR NEGRO;NUEVO DISEÑO/ a la fecha no adjuntan diseño;5;MIL;No aplica;No aplica;12/2/2026 0:00:00;NEGRO;KRAFT;70;71;37;46;22.862;114.310;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1878.891358;
14;;21X37X13;2604-0119      ;205013222;BOLSA PAPEL KRAFT 70 GR #20 IMP. CHIFA WONG 2026 (04 CAR / 01 COL) NEGRO;NUEVO ARTE SE ADJUNTA ;10;3;0;MIL;7/04/2026;7/05/2026;NAMILO X S.A.C.;KRAFT 70 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP. CHIFA WONG (04 CAR / 01 COL) NEGRO;;10;MIL;No aplica;No aplica;8/2/2026 0:00:00;NEGRO;KRAFT ;73;71;37;46;23.842;238.418;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1874.891358;
14;;27.7X34X22;2604-0124      ;205012387;BOLSA PAPEL KRAFT #20 IMP. YAHONG (01 CAR - 01 COL: NEGRO);;20;20;0;MIL;7/04/2026;17/05/2026;COMIDA SUPERRICO SOCIEDAD ANONIMA CERRADA - COMIDA SUPERRICO S.A.C.;KRAFT 70 GR;BETSY CERNA P.;FLEXO;;20;MIL;No aplica;No aplica;9/2/2026 0:00:00;NEGRO;KRAFT;70;70;36;36;17.640;352.800;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1875.891358;
